Name,Surname,HasA,HasB,Class
Gianni,Ldzzrsmqpj,1,0,0
Gianni,Fdbnzgenj,1,0,0
Pino,Xmujocte,1,0,1
Gianni,Fzxsiune,1,1,0
Pino,Rciv,1,0,1
Pino,Tjdmxajo,1,1,1
Carlo,Nxncb,1,0,0
Pino,Khyonsvg,0,0,1
Pino,Qhjwqhuw,1,0,1
Carlo,Hswocdbp,0,1,0
Carlo,Masngm,1,0,0
Gianni,Cjfond,1,1,0
Gianni,Kxgekbxclu,0,1,0
Gianni,Zxyyfqqhnf,0,0,0
Carlo,Jnugidbu,0,0,0
Gianni,Ejzbylv,0,0,0
Gianni,Cupqyt,0,1,0
Pino,Ctngubcs,1,1,1
Pino,Wrxz,0,1,1
Pino,Uqsgi,1,1,1
Carlo,Brynmjkfbv,1,0,0
Gianni,Eneuordjoq,1,1,0
Carlo,Rljhymjizy,1,1,0
Gianni,Xgowdeyctq,1,0,0
Carlo,Wpumv,1,0,0
Carlo,Kfkkag,0,1,0
Gianni,Kchgklmf,0,1,0
Gianni,Wzdyipiqje,0,1,0
Gianni,Lnaperpn,0,0,0
Gianni,Whhcscg,1,1,0
Carlo,Fopsjwkix,1,1,0
Gianni,Pkpk,0,0,0
Pino,Chbbspiifu,0,1,1
Pino,Mntqms,0,0,1
Pino,Twgliynd,1,1,1
Pino,Cbydwxmg,1,1,1
Pino,Uwtvujaxj,0,0,1
Pino,Kwrhtwnes,0,1,1
Carlo,Wswwnzgme,0,1,0
Carlo,Igkodgbaq,1,0,0
Pino,Lolpfcgtz,0,0,1
Carlo,Vxomq,0,0,0
Carlo,Dtcvzbpx,1,1,0
Gianni,Akqdmnjb,1,0,0
Gianni,Uwszjnzd,1,1,0
Pino,Jfaad,1,0,1
Pino,Konnhm,0,1,1
Gianni,Tuedvlhni,0,0,0
Gianni,Cxrdx,1,1,0
Carlo,Bbpuxeskrn,1,1,0
Pino,Bzqr,0,0,1
Pino,Gtvg,0,0,1
Carlo,Sdolyixq,1,0,0
Pino,Wiqnqlqk,0,1,1
Pino,Pfwmkktp,0,0,1
Gianni,Lqluagdyix,1,1,0
Pino,Mohkbuz,0,0,1
Pino,Prfhfqpre,1,0,1
Carlo,Ldqlnhae,1,0,0
Gianni,Neikb,0,1,0
Gianni,Yyuk,0,0,0
Carlo,Oqusdw,0,0,0
Gianni,Fbha,0,1,0
Gianni,Afdu,1,1,0
Pino,Eanofe,1,1,1
Gianni,Vmxozyt,0,1,0
Pino,Xyukztqm,0,1,1
Carlo,Nlcpz,1,1,0
Gianni,Uatbx,0,0,0
Pino,Obgyiig,0,0,1
Pino,Heepkt,0,0,1
Pino,Sbpvtktwkf,1,0,1
Pino,Mjrjmojjw,1,0,1
Gianni,Qafrlxw,1,0,0
Gianni,Ezrs,0,0,0
Pino,Teqjpy,1,1,1
Carlo,Ootoola,1,1,0
Gianni,Vtaeks,1,1,0
Gianni,Rujmotrv,1,1,0
Gianni,Ihtk,0,1,0
Gianni,Tnfuntjqu,1,0,0
Carlo,Gnorxof,0,1,0
Gianni,Qwdmwt,1,1,0
Carlo,Udsqwc,0,1,0
Pino,Rekkftvkyo,0,0,1
Pino,Zyvlmukj,1,0,1
Carlo,Yssijpplr,0,0,0
Pino,Eonl,1,0,1
Gianni,Mxsaybtehx,1,0,0
Gianni,Xwesc,0,0,0
Gianni,Ffnooce,0,0,0
Gianni,Riakck,0,1,0
Carlo,Wsnqr,1,1,0
Pino,Qwvyw,1,0,1
Pino,Npvn,1,1,1
Gianni,Agdhug,1,0,0
Gianni,Tcqyzrm,1,0,0
Gianni,Zqvui,0,0,0
Pino,Ptwggx,1,0,1
Pino,Rwcflesmc,1,0,1
Carlo,Vsvfima,0,0,0
Pino,Fjrvgbiklj,0,1,1
Carlo,Kzrel,0,1,0
Pino,Iimo,0,1,1
Gianni,Nvdju,0,0,0
Pino,Figxqngr,1,0,1
Carlo,Npdl,1,0,0
Pino,Ygbueozh,0,1,1
Gianni,Vepj,1,0,0
Gianni,Ddjmyynytm,1,1,0
Pino,Rcarez,0,0,1
Carlo,Lzxfel,0,0,0
Gianni,Lhbkefth,0,0,0
Carlo,Nnihpdlcs,1,0,0
Gianni,Reiqdol,1,0,0
Gianni,Shzl,1,1,0
Carlo,Dtgxizinp,1,1,0
Pino,Ivwrcd,0,0,1
Pino,Jwtfa,0,1,1
Pino,Skrjiy,1,0,1
Gianni,Ukjp,0,0,0
Gianni,Kyumjj,0,0,0
Pino,Wscygvwkg,1,1,1
Gianni,Djxhlvbiwz,0,1,0
Pino,Bzzpj,1,0,1
Gianni,Isafyfihpe,0,0,0
Carlo,Movjfpxdf,1,0,0
Gianni,Gjxgdni,0,0,0
Gianni,Gzjzgxl,0,1,0
Gianni,Xivfbqnf,0,1,0
Pino,Ioshpnbci,0,0,1
Pino,Ggyksepcx,0,1,1
Gianni,Qhqn,1,0,0
Pino,Qivbw,0,0,1
Gianni,Ixjir,0,1,0
Gianni,Xcfveze,1,0,0
Pino,Wrqkf,0,0,1
Carlo,Gllsczrmo,1,0,0
Pino,Kyminzl,1,1,1
Gianni,Xyxyc,1,1,0
Pino,Ynrxlgxx,1,0,1
Gianni,Vrmpnmogp,1,0,0
Gianni,Xnujp,1,1,0
Gianni,Hrvmewek,0,1,0
Gianni,Wnhsjlun,0,0,0
Pino,Ugao,1,0,1
Pino,Uwnswoge,0,1,1
Pino,Ocwwdw,0,1,1
Pino,Licplbf,0,0,1
Pino,Xsvpg,1,0,1
Pino,Tpael,1,0,1
Carlo,Ksuqr,1,1,0
Carlo,Zveyrm,0,1,0
Gianni,Nbvxagk,1,0,0
Gianni,Ucft,1,0,0
Carlo,Dpjmzkil,0,0,0
Pino,Welfvr,1,1,1
Pino,Fuvtpt,0,0,1
Carlo,Catcqiao,1,1,0
Gianni,Zvptthgogf,0,1,0
Gianni,Kzwqjbi,0,0,0
Carlo,Eujk,1,0,0
Carlo,Dtzrlo,1,1,0
Pino,Xcqymrifm,0,1,1
Gianni,Tvwz,0,1,0
Pino,Tumvl,1,0,1
Gianni,Flmcvakq,0,1,0
Pino,Uflnfm,1,1,1
Carlo,Dqebmecmqy,1,0,0
Carlo,Miwf,1,0,0
Gianni,Hvhdq,0,1,0
Carlo,Vwgws,0,1,0
Carlo,Qirlfc,1,0,0
Carlo,Dkpnen,1,0,0
Gianni,Xdsyzznh,0,0,0
Gianni,Nlicnw,0,1,0
Gianni,Prbycg,1,1,0
Gianni,Doundus,1,1,0
Carlo,Cyukxicdyf,0,0,0
Carlo,Zakgyq,0,0,0
Pino,Kdcl,0,1,1
Carlo,Jtuvath,1,0,0
Pino,Ctpvcq,0,1,1
Carlo,Owlvptue,0,0,0
Pino,Rahvamqj,0,1,1
Carlo,Obzgitla,0,1,0
Gianni,Goii,0,1,0
Pino,Kypetswef,0,1,1
Pino,Qvuyfgojv,1,1,1
Carlo,Rwzbaw,1,1,0
Gianni,Ylbuut,0,0,0
Pino,Ouvyyxizhs,0,1,1
Pino,Splbujxgb,0,0,1
Carlo,Uatkujr,1,1,0
Pino,Mtbymozdkz,0,0,1
Pino,Cikfshwle,1,1,1
Carlo,Cncnmcj,1,0,0
Carlo,Bvndlx,1,1,0
Gianni,Jnxusvkjap,0,1,0
Pino,Dqxlp,1,0,1
Gianni,Mpruj,0,0,0
Carlo,Ntlowtt,1,0,0
Gianni,Aujabfs,1,1,0
Pino,Esyxcdu,1,1,1
Pino,Ovgrelh,1,0,1
Carlo,Ajkih,1,0,0
Pino,Ugauj,1,0,1
Pino,Hpbwwh,1,0,1
Gianni,Ibuxrxshjp,0,0,0
Pino,Nzfn,0,0,1
Carlo,Xigttzd,1,0,0
Gianni,Tmnfd,1,1,0
Carlo,Tlfmcoy,0,1,0
Carlo,Voxb,1,0,0
Pino,Vfgrfk,0,0,1
Carlo,Mkjxh,0,0,0
Pino,Sisja,1,0,1
Gianni,Xscq,1,1,0
Pino,Dlyergywiu,1,1,1
Carlo,Bzpj,0,0,0
Gianni,Vbvi,1,0,0
Gianni,Hpwp,1,0,0
Carlo,Cyejvdr,0,1,0
Gianni,Swcjvsulmg,1,1,0
Carlo,Lybwjsew,0,1,0
Gianni,Qwtiwhi,1,0,0
Carlo,Aoxuyfssc,1,0,0
Gianni,Jrhepuqie,0,1,0
Pino,Wyqpgn,1,1,1
Pino,Jxmrkyfrza,1,0,1
Carlo,Yrac,0,1,0
Carlo,Uwpdn,0,1,0
Gianni,Gamobgn,0,1,0
Carlo,Mvodcbghl,0,0,0
Pino,Jtpnqb,0,1,1
Carlo,Khugvqtlcw,1,0,0
Pino,Djsxnixw,1,0,1
Carlo,Yqidue,1,1,0
Pino,Epfijvo,0,0,1
Pino,Xzmqw,1,0,1
Gianni,Zqrnn,1,1,0
Carlo,Vwbjmggus,1,0,0
Pino,Lgpvyabn,1,1,1
Carlo,Joisx,0,0,0
Carlo,Yhktgqp,0,0,0
Carlo,Lyrzhvabah,1,0,0
Carlo,Wsgfiycch,0,1,0
Pino,Hynuega,1,1,1
Gianni,Fepdob,0,0,0
Gianni,Bkyuahf,1,0,0
Carlo,Jenpvzmii,1,0,0
Carlo,Tyxa,1,1,0
Pino,Wupl,0,0,1
Gianni,Bfqkgx,1,1,0
Carlo,Lhxrzwmiwy,1,1,0
Gianni,Hvsk,1,1,0
Gianni,Mcjtejfw,1,0,0
Gianni,Chhqie,0,1,0
Gianni,Paams,0,0,0
Pino,Dlfoa,0,1,1
Carlo,Xemd,1,1,0
Pino,Elbqx,0,1,1
Carlo,Edowqa,1,1,0
Gianni,Tzsszdcjxt,0,0,0
Carlo,Dqoun,1,0,0
Pino,Vugjaacwtv,1,0,1
Carlo,Hhpsetxuo,1,0,0
Pino,Jgrte,0,0,1
Gianni,Makobcmd,1,1,0
Carlo,Ghlsbuej,0,1,0
Carlo,Tkzpij,1,1,0
Pino,Qdwbps,0,1,1
Pino,Kbce,1,0,1
Pino,Bsxnec,0,1,1
Carlo,Veltv,0,0,0
Carlo,Bahrm,1,0,0
Carlo,Zewatrl,0,1,0
Carlo,Ylpm,0,0,0
Carlo,Ebukfaoifi,1,1,0
Carlo,Mvaotrfo,1,1,0
Gianni,Fqpwuntfxk,1,1,0
Pino,Twcrxffcny,1,1,1
Carlo,Yilwpap,0,0,0
Carlo,Pmuoeqgwd,0,1,0
Pino,Gykccqll,1,0,1
Gianni,Duwhul,0,0,0
Gianni,Wjgf,0,0,0
Gianni,Qgnqku,0,0,0
Carlo,Nqmrlmzhg,1,1,0
Carlo,Xtlot,1,0,0
Carlo,Nspjzi,1,1,0
Pino,Tnujfdh,0,1,1
Pino,Ziimkq,1,1,1
Gianni,Ikncoie,1,1,0
Gianni,Xwqtnbq,0,1,0
Pino,Amkwx,0,1,1
Pino,Xqpn,1,0,1
Pino,Yvuuhrh,0,1,1
Pino,Fmnfjainfj,1,1,1
Pino,Sipm,0,0,1
Gianni,Zzze,0,1,0
Pino,Krhx,1,1,1
Pino,Dxlggfegm,1,1,1
Carlo,Ggrfgncs,1,1,0
Pino,Gsldm,1,0,1
Gianni,Auvr,1,0,0
Carlo,Ezzjmcxsmt,0,1,0
Pino,Vkjof,1,0,1
Pino,Yxewcsey,0,0,1
Pino,Rmbplmep,0,0,1
Carlo,Awkgebcrac,1,1,0
Gianni,Watlno,1,0,0
Carlo,Mggmoatj,1,0,0
Gianni,Brycatrvat,0,0,0
Pino,Qskno,0,0,1
Pino,Faber,0,0,1
Pino,Zjoxh,1,0,1
Gianni,Icgbkrkk,1,0,0
Carlo,Accvkpwq,1,1,0
Pino,Ddjuqd,0,1,1
Gianni,Lihhrfhrlr,1,1,0
Pino,Viayrb,0,1,1
Carlo,Ddkbf,1,1,0
Carlo,Uigrvjntfm,1,1,0
Gianni,Sjql,1,0,0
Gianni,Dlka,0,1,0
Carlo,Jzoikpwr,1,0,0
Pino,Xfkwkp,1,0,1
Pino,Fdfynuult,0,0,1
Gianni,Xbwxob,0,1,0
Gianni,Daxug,1,1,0
Gianni,Gommhv,1,1,0
Gianni,Pdmizthu,1,0,0
Pino,Ghahvqjgbv,1,0,1
Gianni,Phkbzekmqq,1,0,0
Pino,Vyretln,1,1,1
Gianni,Ebbqciggc,0,1,0
Pino,Esicm,1,0,1
Pino,Agzmem,1,0,1
Carlo,Npnhzshw,1,1,0
Pino,Rqruilevj,1,1,1
Carlo,Yhtiypoas,1,0,0
Carlo,Phden,1,1,0
Gianni,Etpnb,1,1,0
Pino,Kjqdoee,0,1,1
Pino,Hsvfy,1,1,1
Carlo,Illsl,1,0,0
Pino,Kmmnaqhay,0,1,1
Gianni,Cctezot,1,1,0
Gianni,Abniuijbj,0,1,0
Carlo,Eynh,1,0,0
Pino,Cdzkn,0,1,1
Carlo,Hekhbgzmle,1,0,0
Pino,Bjunmmsdno,1,0,1
Pino,Ayhledctbq,1,1,1
Pino,Scptjsxs,1,0,1
Pino,Xgsqtxmolt,1,0,1
Gianni,Dxjvphzz,0,0,0
Carlo,Wrngv,1,0,0
Gianni,Cjfasbtv,0,1,0
Pino,Znlrkmq,1,0,1
Pino,Asgch,1,0,1
Gianni,Yonwcqaze,1,1,0
Carlo,Ootj,0,0,0
Gianni,Ajdont,1,1,0
Gianni,Xflg,0,0,0
Gianni,Plnds,0,0,0
Pino,Idek,1,0,1
Carlo,Muibmjlvk,1,1,0
Pino,Bxqjbiilp,1,0,1
Pino,Jzvws,1,0,1
Pino,Hmoqatlg,1,1,1
Gianni,Blllshjj,1,1,0
Carlo,Hsdq,0,0,0
Gianni,Zdazz,1,1,0
Pino,Niaksmijk,0,0,1
Gianni,Eotlfy,1,1,0
Carlo,Zuaclr,1,0,0
Gianni,Yqjcyctd,1,1,0
Pino,Rmfbavkc,1,0,1
Pino,Gpabvdujzd,1,0,1
Pino,Widdcji,0,0,1
Gianni,Eblzydkp,1,1,0
Carlo,Oamoks,0,0,0
Pino,Jawrtm,1,1,1
Carlo,Gjhcevbrv,1,0,0
Pino,Tgdtpuswfx,0,1,1
Carlo,Hgsrcfn,1,1,0
Carlo,Rdkcdpml,0,0,0
Pino,Xgfkm,1,0,1
Carlo,Ldhogpzcc,1,1,0
Gianni,Ziwnmcck,0,0,0
Gianni,Mxkluox,0,0,0
Gianni,Agglmt,0,0,0
Carlo,Synvqjoga,0,1,0
Gianni,Srevyidf,0,1,0
Pino,Zsaxlqjja,1,0,1
Carlo,Zzelt,0,0,0
Gianni,Ahgllsqr,0,0,0
Gianni,Xprzh,0,0,0
Carlo,Ydkbheesgl,0,0,0
Carlo,Yyqa,0,1,0
Carlo,Jjbeflr,0,0,0
Gianni,Ifewbwdksh,1,1,0
Pino,Qxpahmbf,0,0,1
Pino,Kzroegfgab,1,0,1
Gianni,Gedmcoioi,1,0,0
Carlo,Zuvdhgi,0,0,0
Pino,Lzkrftowyb,1,0,1
Carlo,Lsaee,0,0,0
Carlo,Umbhmztd,1,0,0
Gianni,Xluvaf,0,1,0
Gianni,Plzk,1,1,0
Gianni,Rhegx,1,0,0
Carlo,Wbml,1,0,0
Gianni,Yehiailms,1,1,0
Carlo,Xinbxf,1,1,0
Carlo,Tdfqdzzpso,0,1,0
Gianni,Uiegjlm,1,0,0
Gianni,Wwjbeoue,1,0,0
Pino,Grhf,1,1,1
Pino,Vaoddq,0,1,1
Gianni,Vosqjzci,0,1,0
Gianni,Fjrpbufc,1,0,0
Pino,Eray,0,1,1
Gianni,Gjeolb,1,0,0
Carlo,Ktmzapfdbn,1,1,0
Carlo,Gabv,0,1,0
Pino,Lzkny,0,0,1
Pino,Aeiudcxaab,0,1,1
Carlo,Lqvxzonrjt,0,1,0
Pino,Lpimzec,0,0,1
Pino,Hvpbyodqbv,0,1,1
Pino,Nowqzif,0,0,1
Carlo,Whhtdkzsc,1,0,0
Gianni,Pmlbbxdgqp,1,1,0
Carlo,Sjneydoi,0,0,0
Pino,Sfzvalupvx,1,1,1
Pino,Cenku,1,1,1
Gianni,Gkndpnucm,0,1,0
Carlo,Oogij,0,0,0
Pino,Eoxtah,0,1,1
Gianni,Kgsnch,0,0,0
Gianni,Bdnp,1,0,0
Carlo,Ycntrt,1,0,0
Gianni,Yrfs,0,1,0
Pino,Htkrgqvt,0,0,1
Pino,Biqtab,0,0,1
Pino,Gllsczrmo,0,0,1
Carlo,Asxkqz,1,1,0
Gianni,Gjtjj,1,1,0
Gianni,Rcrvqeo,0,1,0
Carlo,Jpnhvj,0,1,0
Pino,Fzrhk,0,0,1
Pino,Fcqdohtxuz,1,1,1
Pino,Eizet,1,1,1
Carlo,Yxfooz,1,1,0
Gianni,Vtrnwy,1,1,0
Pino,Gcioybryk,1,1,1
Carlo,Ykiscofpu,1,1,0
Carlo,Zmwrpv,1,0,0
Carlo,Drzzjgp,1,0,0
Gianni,Dlbsrplrd,1,0,0
Gianni,Xppizgr,0,1,0
Gianni,Ihiwhc,0,0,0
Carlo,Vhtxsb,1,0,0
Pino,Xtkocjilda,0,1,1
Carlo,Fvjp,1,1,0
Pino,Kahd,1,0,1
Pino,Sozckqk,0,1,1
Gianni,Okuiaxfo,1,0,0
Pino,Wykdjekz,0,1,1
Gianni,Rmkrgmz,1,1,0
Gianni,Zqmgyrefzl,0,0,0
Pino,Obet,0,1,1
Gianni,Qzmpzkbco,1,0,0
Carlo,Zfsnqec,0,1,0
Carlo,Hvrj,1,0,0
Carlo,Cowdiyhg,0,1,0
Carlo,Afkp,1,1,0
Carlo,Rapwq,0,1,0
Pino,Vainmv,1,0,1
Carlo,Qumwzble,0,1,0
Pino,Qqbaojt,0,1,1
Carlo,Vczoxvasia,1,0,0
Gianni,Pwnxgvdb,0,1,0
Carlo,Zlqc,1,1,0
Carlo,Rifcinwu,0,0,0
Carlo,Mzrai,1,1,0
Gianni,Tznvkrv,0,0,0
Carlo,Ilcuheos,1,0,0
Carlo,Wrsxzbjn,0,1,0
Gianni,Zpfzk,0,0,0
Gianni,Irfs,1,1,0
Gianni,Qoquyfswmb,1,1,0
Carlo,Fjxzwgc,1,0,0
Pino,Hikigclzp,1,0,1
Carlo,Cwbc,1,0,0
Pino,Cuwmllxf,1,1,1
Carlo,Lbhberv,1,1,0
Pino,Yohhaafuhu,1,1,1
Pino,Fsrqdyo,0,0,1
Pino,Gznxjv,1,1,1
Pino,Bqfp,1,1,1
Gianni,Aupttvgw,0,0,0
Carlo,Mfuqcam,1,0,0
Gianni,Rnxmiinhnk,1,0,0
Carlo,Vrbd,1,1,0
Gianni,Wqtegxisds,1,0,0
Pino,Hmzxiif,0,0,1
Gianni,Vlpwwvsna,1,0,0
Gianni,Mtocn,0,1,0
Gianni,Usuhk,1,0,0
Carlo,Qzcwrrpa,0,0,0
Pino,Hclwx,1,1,1
Pino,Cfyormdibb,1,1,1
Pino,Jzigasn,1,1,1
Carlo,Dwpufhaanj,0,0,0
Gianni,Ewjcao,0,0,0
Pino,Bbip,1,0,1
Gianni,Ziqoutkaz,1,1,0
Carlo,Uscl,1,1,0
Gianni,Kghk,0,0,0
Carlo,Gkgxwbrbgk,0,1,0
Carlo,Rubtpnbnu,0,0,0
Carlo,Rtiqyil,0,1,0
Carlo,Tofjewpa,1,1,0
Gianni,Slhugvhi,0,0,0
Carlo,Vwkxyhf,0,1,0
Carlo,Nthzww,1,1,0
Carlo,Impezjt,0,1,0
Pino,Fgfox,1,0,1
Pino,Ocjjc,0,0,1
Carlo,Octfzlobre,0,1,0
Carlo,Ljtzkggdb,1,0,0
Carlo,Zmwtdaxhr,0,1,0
Pino,Qhiwfw,1,0,1
Gianni,Rvpyjoa,1,1,0
Carlo,Ceaxgbw,1,1,0
Pino,Ltnq,0,1,1
Gianni,Iybmnuq,1,1,0
Carlo,Tmfmmnnfqn,0,0,0
Gianni,Wungcb,0,1,0
Pino,Nzdmf,0,0,1
Carlo,Nvsslmhikq,1,1,0
Carlo,Fsuzhb,1,1,0
Gianni,Gqqtoav,1,1,0
Pino,Upmmohcbov,0,0,1
Pino,Vugpwchvn,1,1,1
Carlo,Gfzusixq,1,0,0
Pino,Sfzm,1,0,1
Pino,Pairms,1,0,1
Pino,Acveb,0,0,1
Pino,Ojmj,0,0,1
Gianni,Rceacqylq,1,1,0
Pino,Dckobyugxf,0,1,1
Pino,Odwlc,1,0,1
Pino,Twijhtgh,0,1,1
Pino,Yhardryse,0,1,1
Pino,Wrjb,1,0,1
Pino,Vdosim,0,1,1
Gianni,Kliszg,1,1,0
Pino,Ixfgjljspl,0,1,1
Gianni,Bxfpxium,1,1,0
Pino,Bjqnjfuyjc,1,0,1
Gianni,Zcufdkf,1,0,0
Pino,Wkowl,0,1,1
Gianni,Btky,0,0,0
Pino,Muvvdoco,1,0,1
Pino,Lsps,1,0,1
Gianni,Nxxl,1,1,0
Carlo,Uyzib,1,1,0
Pino,Ezpmotoyk,1,1,1
Carlo,Cvmoqv,0,1,0
Carlo,Ldqvfdx,1,0,0
Carlo,Fwfhgtzv,0,0,0
Carlo,Phbbik,0,1,0
Pino,Kwyok,1,0,1
Gianni,Bbngytmy,0,0,0
Gianni,Eebpa,0,0,0
Pino,Gynbmj,1,0,1
Gianni,Ppnhqi,1,0,0
Carlo,Xenp,0,1,0
Gianni,Zzednn,1,1,0
Carlo,Cnmi,0,1,0
Carlo,Knaovv,0,0,0
Carlo,Fejdf,0,0,0
Pino,Luxhzros,1,0,1
Pino,Hydxb,0,0,1
Carlo,Rlkhu,0,1,0
Carlo,Pflorpo,0,1,0
Carlo,Tcebxsfgp,1,1,0
Carlo,Tucgrf,1,1,0
Carlo,Dnybei,1,1,0
Carlo,Pyjjoeoos,1,0,0
Gianni,Cerormv,0,1,0
Gianni,Zczd,0,0,0
Carlo,Gcyspyd,0,1,0
Gianni,Siiy,1,1,0
Gianni,Jibywv,1,0,0
Gianni,Hzdgr,1,0,0
Gianni,Cnhqocvyb,0,0,0
Carlo,Ozdk,1,1,0
Carlo,Vmqzcwjy,1,0,0
Pino,Vqdvdauhwi,0,0,1
Pino,Yogpkb,1,1,1
Carlo,Soeqowo,1,0,0
Gianni,Cesqvhipeq,1,0,0
Gianni,Nicjlagdtj,0,0,0
Pino,Tqeif,0,0,1
Carlo,Vvgaiz,0,0,0
Carlo,Ejvvwwgkd,0,0,0
Pino,Hiroybbvgo,1,1,1
Pino,Awvu,0,0,1
Gianni,Wuoe,1,0,0
Gianni,Lzeaaqcrmj,0,0,0
Carlo,Gstfeji,1,0,0
Gianni,Yhrttspwh,0,0,0
Carlo,Qttk,1,0,0
Carlo,Nnxvnew,0,0,0
Carlo,Tzqqyy,0,1,0
Carlo,Yxwnkb,0,1,0
Carlo,Jrws,0,1,0
Gianni,Tadw,0,0,0
Carlo,Lgvrpie,0,1,0
Pino,Hgns,0,0,1
Pino,Bfnmzikji,1,1,1
Pino,Svseyi,1,1,1
Pino,Lwiugkyy,0,0,1
Carlo,Rqiocmmwwy,1,0,0
Pino,Mlycdoumdq,0,0,1
Carlo,Nrqgpldveq,0,1,0
Gianni,Esxdtgcsv,0,0,0
Pino,Yinwe,0,0,1
Gianni,Vyzqawff,0,0,0
Carlo,Afronnam,0,0,0
Gianni,Fwlb,0,1,0
Gianni,Wzdjviga,0,0,0
Gianni,Jyzh,1,0,0
Pino,Wovloydggc,0,0,1
Gianni,Podtvsdl,1,0,0
Gianni,Mzzomgvlm,0,0,0
Gianni,Jnqlg,0,1,0
Carlo,Anbjktvawr,0,0,0
Pino,Hekomaa,1,0,1
Pino,Weqvqw,1,1,1
Gianni,Bsmwbmukq,1,1,0
Carlo,Kizpkk,1,1,0
Carlo,Orujf,1,0,0
Gianni,Syrqjior,0,0,0
Gianni,Kzpsdpqx,1,1,0
Pino,Zomjxcdjni,0,0,1
Carlo,Otkk,1,0,0
Carlo,Rkpzriz,0,0,0
Gianni,Xtzwbx,0,0,0
Gianni,Dvfzcxajg,1,1,0
Gianni,Gfrqkvlcnc,0,1,0
Carlo,Nvxrez,0,1,0
Pino,Aarpxxa,0,0,1
Pino,Awwqz,1,1,1
Carlo,Eqmxjdfhsb,0,0,0
Pino,Gbtsull,1,0,1
Pino,Xvsjgcu,1,0,1
Gianni,Jvjtzwnm,1,0,0
Pino,Fxmqmrqdcf,1,0,1
Gianni,Hswauthk,1,0,0
Pino,Dwuppnq,1,1,1
Carlo,Sndwtcuscy,1,1,0
Pino,Qtwipny,0,0,1
Pino,Nwgaryz,1,0,1
Pino,Ozrylwds,1,0,1
Pino,Majxtj,0,1,1
Pino,Rlpzzl,0,0,1
Gianni,Yxjohuqee,0,0,0
Pino,Vuypivwasr,0,0,1
Pino,Fmutmrhvx,1,1,1
Gianni,Efzsnc,0,1,0
Carlo,Ucddb,1,1,0
Pino,Vnryfudwxf,1,1,1
Pino,Eyjr,1,1,1
Carlo,Yrqs,0,1,0
Pino,Cwcpfpxppv,1,0,1
Carlo,Riylwvpzp,0,1,0
Carlo,Jqqylyjvk,1,0,0
Carlo,Nbkh,1,0,0
Gianni,Bqwvsjdbf,0,1,0
Pino,Lodl,1,1,1
Gianni,Dbzhuwv,0,1,0
Carlo,Azeos,0,1,0
Gianni,Rvdq,1,0,0
Carlo,Qqtifbgswt,1,1,0
Gianni,Yonwcqaze,1,0,0
Gianni,Gwcqnhzvq,0,1,0
Pino,Bctpmaeamz,0,0,1
Pino,Vvblhs,1,0,1
Pino,Czza,1,1,1
Pino,Skbfuuxdf,0,1,1
Carlo,Bqqh,0,0,0
Pino,Cymhfmvkp,1,0,1
Pino,Pmjjq,0,1,1
Carlo,Samya,1,0,0
Gianni,Udxgx,1,0,0
Carlo,Cmme,1,0,0
Gianni,Qftnqwi,1,0,0
Carlo,Tbvw,1,1,0
Carlo,Pycpbyzhzi,1,1,0
Carlo,Lksijsmocd,1,1,0
Carlo,Ocrvkfs,1,1,0
Carlo,Urxnkx,1,0,0
Gianni,Vdwfwanrb,1,0,0
Carlo,Ohbfvozth,0,1,0
Pino,Txdq,1,1,1
Gianni,Jrmmiotfwf,0,0,0
Pino,Uxtaz,0,0,1
Carlo,Hkun,1,0,0
Gianni,Wcsjgrpzea,0,1,0
Carlo,Azwgckmhk,0,0,0
Gianni,Czpykky,0,0,0
Carlo,Oaxabql,0,0,0
Gianni,Xwkqp,1,1,0
Carlo,Ndmtulhd,1,1,0
Carlo,Sqzdvsx,0,1,0
Carlo,Nvgbif,0,1,0
Carlo,Enxpdnuwf,1,1,0
Carlo,Nizdxbt,0,1,0
Pino,Aiqebtqof,0,0,1
Gianni,Kraxxdths,1,1,0
Pino,Opdqt,1,0,1
Gianni,Bjeto,1,1,0
Carlo,Tekoxpfute,1,1,0
Carlo,Dstqztpg,1,0,0
Pino,Eadr,0,0,1
Gianni,Neizghvlh,1,0,0
Pino,Hwnqvp,1,1,1
Pino,Akbwti,1,0,1
Pino,Mfkccvbkj,0,0,1
Carlo,Xqmtwkke,0,0,0
Gianni,Yzhyysq,1,0,0
Carlo,Khugvqtlcw,0,0,0
Carlo,Zxyg,1,0,0
Gianni,Juek,0,1,0
Carlo,Nyjxjmei,0,0,0
Gianni,Hcdrvndfa,1,0,0
Carlo,Fieb,0,0,0
Carlo,Avthb,0,0,0
Carlo,Dojpnamxw,0,0,0
Gianni,Rsxu,0,0,0
Pino,Jipip,0,1,1
Pino,Nbrebx,1,0,1
Gianni,Eaxmogbl,1,0,0
Carlo,Dtwf,0,0,0
Pino,Qzguj,1,0,1
Gianni,Vyjvwapell,1,1,0
Carlo,Mtrykoj,0,1,0
Pino,Jago,0,1,1
Carlo,Ngjapnhw,0,1,0
Pino,Mjdmaa,0,0,1
Gianni,Fprwzl,0,1,0
Pino,Dzsdegrh,1,0,1
Gianni,Avgp,1,1,0
Carlo,Vgulnvivcm,0,1,0
Carlo,Esesp,1,0,0
Pino,Obkhxri,0,1,1
Gianni,Lxch,0,0,0
